id_voto,id_candidato,dpi_ciudadano,mesa_id,fecha_hora,,,,,,,,,,,
2802,103,2994220000000,377,25/06/2023 5:01,,,,,,,,,,,
2802,692,2994220000000,377,25/06/2023 5:01,,,,,,,,,,,
2802,853,2994220000000,377,25/06/2023 5:01,,,,,,,,,,,
2803,3,9398240000000,581,25/06/2023 15:06,,,,,,,,,,,
2803,1069,9398240000000,581,25/06/2023 15:06,,,,,,,,,,,
2803,314,9398240000000,581,25/06/2023 15:06,,,,,,,,,,,
2803,581,9398240000000,581,25/06/2023 15:06,,,,,,,,,,,
2803,773,9398240000000,581,25/06/2023 15:06,,,,,,,,,,,
2804,16,7649330000000,437,25/06/2023 15:48,,,,,,,,,,,
2804,1051,7649330000000,437,25/06/2023 15:48,,,,,,,,,,,
2804,343,7649330000000,437,25/06/2023 15:48,,,,,,,,,,,
2804,428,7649330000000,437,25/06/2023 15:48,,,,,,,,,,,
2804,753,7649330000000,437,25/06/2023 15:48,,,,,,,,,,,
2805,19,7279860000000,493,25/06/2023 9:07,,,,,,,,,,,
2805,1052,7279860000000,493,25/06/2023 9:07,,,,,,,,,,,
2805,169,7279860000000,493,25/06/2023 9:07,,,,,,,,,,,
2805,572,7279860000000,493,25/06/2023 9:07,,,,,,,,,,,
2805,947,7279860000000,493,25/06/2023 9:07,,,,,,,,,,,
2806,13,3937390000000,487,25/06/2023 16:39,,,,,,,,,,,
2806,1047,3937390000000,487,25/06/2023 16:39,,,,,,,,,,,
2806,287,3937390000000,487,25/06/2023 16:39,,,,,,,,,,,
2806,545,3937390000000,487,25/06/2023 16:39,,,,,,,,,,,
2806,842,3937390000000,487,25/06/2023 16:39,,,,,,,,,,,
2807,10,9950100000000,550,25/06/2023 18:21,,,,,,,,,,,
2807,1067,9950100000000,550,25/06/2023 18:21,,,,,,,,,,,
2807,163,9950100000000,550,25/06/2023 18:21,,,,,,,,,,,
2807,457,9950100000000,550,25/06/2023 18:21,,,,,,,,,,,
2807,937,9950100000000,550,25/06/2023 18:21,,,,,,,,,,,
2808,6,2131780000000,319,25/06/2023 11:54,,,,,,,,,,,
2808,1050,2131780000000,319,25/06/2023 11:54,,,,,,,,,,,
2808,203,2131780000000,319,25/06/2023 11:54,,,,,,,,,,,
2808,660,2131780000000,319,25/06/2023 11:54,,,,,,,,,,,
2808,780,2131780000000,319,25/06/2023 11:54,,,,,,,,,,,
2809,2,5561280000000,542,25/06/2023 11:52,,,,,,,,,,,
2809,1061,5561280000000,542,25/06/2023 11:52,,,,,,,,,,,
2809,145,5561280000000,542,25/06/2023 11:52,,,,,,,,,,,
2809,612,5561280000000,542,25/06/2023 11:52,,,,,,,,,,,
2809,912,5561280000000,542,25/06/2023 11:52,,,,,,,,,,,
2810,9,2194900000000,563,25/06/2023 9:04,,,,,,,,,,,
2810,1056,2194900000000,563,25/06/2023 9:04,,,,,,,,,,,
2810,296,2194900000000,563,25/06/2023 9:04,,,,,,,,,,,
2810,589,2194900000000,563,25/06/2023 9:04,,,,,,,,,,,
2810,847,2194900000000,563,25/06/2023 9:04,,,,,,,,,,,
2811,15,6941210000000,599,25/06/2023 11:37,,,,,,,,,,,
2811,1049,6941210000000,599,25/06/2023 11:37,,,,,,,,,,,
2811,215,6941210000000,599,25/06/2023 11:37,,,,,,,,,,,
2811,686,6941210000000,599,25/06/2023 11:37,,,,,,,,,,,
2811,775,6941210000000,599,25/06/2023 11:37,,,,,,,,,,,
2812,23,4864410000000,383,25/06/2023 13:38,,,,,,,,,,,
2812,1068,4864410000000,383,25/06/2023 13:38,,,,,,,,,,,
2812,238,4864410000000,383,25/06/2023 13:38,,,,,,,,,,,
2812,651,4864410000000,383,25/06/2023 13:38,,,,,,,,,,,
2812,1042,4864410000000,383,25/06/2023 13:38,,,,,,,,,,,
2813,3,8561180000000,525,25/06/2023 13:41,,,,,,,,,,,
2813,1060,8561180000000,525,25/06/2023 13:41,,,,,,,,,,,
2813,363,8561180000000,525,25/06/2023 13:41,,,,,,,,,,,
2813,584,8561180000000,525,25/06/2023 13:41,,,,,,,,,,,
2813,782,8561180000000,525,25/06/2023 13:41,,,,,,,,,,,
2814,20,9992310000000,527,25/06/2023 16:49,,,,,,,,,,,
2814,1047,9992310000000,527,25/06/2023 16:49,,,,,,,,,,,
2814,213,9992310000000,527,25/06/2023 16:49,,,,,,,,,,,
2814,662,9992310000000,527,25/06/2023 16:49,,,,,,,,,,,
2814,986,9992310000000,527,25/06/2023 16:49,,,,,,,,,,,
2815,17,5208370000000,358,25/06/2023 16:54,,,,,,,,,,,
2815,1065,5208370000000,358,25/06/2023 16:54,,,,,,,,,,,
2815,220,5208370000000,358,25/06/2023 16:54,,,,,,,,,,,
2815,536,5208370000000,358,25/06/2023 16:54,,,,,,,,,,,
2815,952,5208370000000,358,25/06/2023 16:54,,,,,,,,,,,
2816,20,5162520000000,511,25/06/2023 12:24,,,,,,,,,,,
2816,1068,5162520000000,511,25/06/2023 12:24,,,,,,,,,,,
2816,349,5162520000000,511,25/06/2023 12:24,,,,,,,,,,,
2816,669,5162520000000,511,25/06/2023 12:24,,,,,,,,,,,
2816,747,5162520000000,511,25/06/2023 12:24,,,,,,,,,,,
2817,9,2609560000000,558,25/06/2023 16:20,,,,,,,,,,,
2817,1048,2609560000000,558,25/06/2023 16:20,,,,,,,,,,,
2817,93,2609560000000,558,25/06/2023 16:20,,,,,,,,,,,
2817,586,2609560000000,558,25/06/2023 16:20,,,,,,,,,,,
2817,779,2609560000000,558,25/06/2023 16:20,,,,,,,,,,,
2818,9,6810220000000,308,25/06/2023 5:07,,,,,,,,,,,
2818,1068,6810220000000,308,25/06/2023 5:07,,,,,,,,,,,
2818,53,6810220000000,308,25/06/2023 5:07,,,,,,,,,,,
2818,481,6810220000000,308,25/06/2023 5:07,,,,,,,,,,,
2818,997,6810220000000,308,25/06/2023 5:07,,,,,,,,,,,
2819,15,9977080000000,536,25/06/2023 11:29,,,,,,,,,,,
2819,1065,9977080000000,536,25/06/2023 11:29,,,,,,,,,,,
2819,267,9977080000000,536,25/06/2023 11:29,,,,,,,,,,,
2819,515,9977080000000,536,25/06/2023 11:29,,,,,,,,,,,
2819,758,9977080000000,536,25/06/2023 11:29,,,,,,,,,,,
2820,4,6657590000000,397,25/06/2023 10:57,,,,,,,,,,,
2820,1057,6657590000000,397,25/06/2023 10:57,,,,,,,,,,,
2820,254,6657590000000,397,25/06/2023 10:57,,,,,,,,,,,
2820,525,6657590000000,397,25/06/2023 10:57,,,,,,,,,,,
2820,803,6657590000000,397,25/06/2023 10:57,,,,,,,,,,,
2821,15,4721250000000,425,25/06/2023 9:31,,,,,,,,,,,
2821,1051,4721250000000,425,25/06/2023 9:31,,,,,,,,,,,
2821,319,4721250000000,425,25/06/2023 9:31,,,,,,,,,,,
2821,462,4721250000000,425,25/06/2023 9:31,,,,,,,,,,,
2821,786,4721250000000,425,25/06/2023 9:31,,,,,,,,,,,
2822,7,5631810000000,418,25/06/2023 11:35,,,,,,,,,,,
2822,1054,5631810000000,418,25/06/2023 11:35,,,,,,,,,,,
2822,61,5631810000000,418,25/06/2023 11:35,,,,,,,,,,,
2822,542,5631810000000,418,25/06/2023 11:35,,,,,,,,,,,
2822,976,5631810000000,418,25/06/2023 11:35,,,,,,,,,,,
2823,21,6389250000000,301,25/06/2023 14:04,,,,,,,,,,,
2823,1049,6389250000000,301,25/06/2023 14:04,,,,,,,,,,,
2823,93,6389250000000,301,25/06/2023 14:04,,,,,,,,,,,
2823,492,6389250000000,301,25/06/2023 14:04,,,,,,,,,,,
2823,848,6389250000000,301,25/06/2023 14:04,,,,,,,,,,,
2824,3,6092240000000,390,25/06/2023 5:20,,,,,,,,,,,
2824,1068,6092240000000,390,25/06/2023 5:20,,,,,,,,,,,
2824,140,6092240000000,390,25/06/2023 5:20,,,,,,,,,,,
2824,664,6092240000000,390,25/06/2023 5:20,,,,,,,,,,,
2824,703,6092240000000,390,25/06/2023 5:20,,,,,,,,,,,
2825,20,5108850000000,372,25/06/2023 13:38,,,,,,,,,,,
2825,1063,5108850000000,372,25/06/2023 13:38,,,,,,,,,,,
2825,62,5108850000000,372,25/06/2023 13:38,,,,,,,,,,,
2825,550,5108850000000,372,25/06/2023 13:38,,,,,,,,,,,
2825,959,5108850000000,372,25/06/2023 13:38,,,,,,,,,,,
2826,15,6647270000000,475,25/06/2023 13:22,,,,,,,,,,,
2826,1050,6647270000000,475,25/06/2023 13:22,,,,,,,,,,,
2826,130,6647270000000,475,25/06/2023 13:22,,,,,,,,,,,
2826,577,6647270000000,475,25/06/2023 13:22,,,,,,,,,,,
2826,814,6647270000000,475,25/06/2023 13:22,,,,,,,,,,,
2827,8,5352760000000,415,25/06/2023 18:00,,,,,,,,,,,
2827,1053,5352760000000,415,25/06/2023 18:00,,,,,,,,,,,
2827,238,5352760000000,415,25/06/2023 18:00,,,,,,,,,,,
2827,483,5352760000000,415,25/06/2023 18:00,,,,,,,,,,,
2827,987,5352760000000,415,25/06/2023 18:00,,,,,,,,,,,
2828,17,5662220000000,415,25/06/2023 11:00,,,,,,,,,,,
2828,1069,5662220000000,415,25/06/2023 11:00,,,,,,,,,,,
2828,244,5662220000000,415,25/06/2023 11:00,,,,,,,,,,,
2828,491,5662220000000,415,25/06/2023 11:00,,,,,,,,,,,
2828,893,5662220000000,415,25/06/2023 11:00,,,,,,,,,,,
2829,19,9801670000000,352,25/06/2023 8:52,,,,,,,,,,,
2829,1059,9801670000000,352,25/06/2023 8:52,,,,,,,,,,,
2829,149,9801670000000,352,25/06/2023 8:52,,,,,,,,,,,
2829,513,9801670000000,352,25/06/2023 8:52,,,,,,,,,,,
2829,794,9801670000000,352,25/06/2023 8:52,,,,,,,,,,,
2830,2,6009530000000,320,25/06/2023 5:27,,,,,,,,,,,
2830,1062,6009530000000,320,25/06/2023 5:27,,,,,,,,,,,
2830,105,6009530000000,320,25/06/2023 5:27,,,,,,,,,,,
2830,606,6009530000000,320,25/06/2023 5:27,,,,,,,,,,,
2830,731,6009530000000,320,25/06/2023 5:27,,,,,,,,,,,
2831,3,3705720000000,597,25/06/2023 16:46,,,,,,,,,,,
2831,1054,3705720000000,597,25/06/2023 16:46,,,,,,,,,,,
2831,200,3705720000000,597,25/06/2023 16:46,,,,,,,,,,,
2831,524,3705720000000,597,25/06/2023 16:46,,,,,,,,,,,
2831,773,3705720000000,597,25/06/2023 16:46,,,,,,,,,,,
2832,2,3043560000000,556,25/06/2023 14:45,,,,,,,,,,,
2832,1049,3043560000000,556,25/06/2023 14:45,,,,,,,,,,,
2832,212,3043560000000,556,25/06/2023 14:45,,,,,,,,,,,
2832,660,3043560000000,556,25/06/2023 14:45,,,,,,,,,,,
2832,896,3043560000000,556,25/06/2023 14:45,,,,,,,,,,,
2833,18,6236360000000,355,25/06/2023 19:06,,,,,,,,,,,
2833,1050,6236360000000,355,25/06/2023 19:06,,,,,,,,,,,
2833,155,6236360000000,355,25/06/2023 19:06,,,,,,,,,,,
2833,405,6236360000000,355,25/06/2023 19:06,,,,,,,,,,,
2833,1005,6236360000000,355,25/06/2023 19:06,,,,,,,,,,,
2834,17,1817060000000,361,25/06/2023 16:44,,,,,,,,,,,
2834,1058,1817060000000,361,25/06/2023 16:44,,,,,,,,,,,
2834,292,1817060000000,361,25/06/2023 16:44,,,,,,,,,,,
2834,402,1817060000000,361,25/06/2023 16:44,,,,,,,,,,,
2834,729,1817060000000,361,25/06/2023 16:44,,,,,,,,,,,
2835,8,1344830000000,437,25/06/2023 6:39,,,,,,,,,,,
2835,1064,1344830000000,437,25/06/2023 6:39,,,,,,,,,,,
2835,281,1344830000000,437,25/06/2023 6:39,,,,,,,,,,,
2835,439,1344830000000,437,25/06/2023 6:39,,,,,,,,,,,
2835,918,1344830000000,437,25/06/2023 6:39,,,,,,,,,,,
2836,5,2734500000000,491,25/06/2023 17:28,,,,,,,,,,,
2836,1054,2734500000000,491,25/06/2023 17:28,,,,,,,,,,,
2836,81,2734500000000,491,25/06/2023 17:28,,,,,,,,,,,
2836,424,2734500000000,491,25/06/2023 17:28,,,,,,,,,,,
2836,881,2734500000000,491,25/06/2023 17:28,,,,,,,,,,,
2837,21,6758460000000,418,25/06/2023 14:39,,,,,,,,,,,
2837,1048,6758460000000,418,25/06/2023 14:39,,,,,,,,,,,
2837,391,6758460000000,418,25/06/2023 14:39,,,,,,,,,,,
2837,560,6758460000000,418,25/06/2023 14:39,,,,,,,,,,,
2837,906,6758460000000,418,25/06/2023 14:39,,,,,,,,,,,
2838,17,3807300000000,521,25/06/2023 14:09,,,,,,,,,,,
2838,1053,3807300000000,521,25/06/2023 14:09,,,,,,,,,,,
2838,387,3807300000000,521,25/06/2023 14:09,,,,,,,,,,,
2838,556,3807300000000,521,25/06/2023 14:09,,,,,,,,,,,
2838,888,3807300000000,521,25/06/2023 14:09,,,,,,,,,,,
2839,21,8482910000000,396,25/06/2023 15:48,,,,,,,,,,,
2839,1057,8482910000000,396,25/06/2023 15:48,,,,,,,,,,,
2839,258,8482910000000,396,25/06/2023 15:48,,,,,,,,,,,
2839,627,8482910000000,396,25/06/2023 15:48,,,,,,,,,,,
2839,804,8482910000000,396,25/06/2023 15:48,,,,,,,,,,,
2840,9,9544410000000,459,25/06/2023 10:04,,,,,,,,,,,
2840,1055,9544410000000,459,25/06/2023 10:04,,,,,,,,,,,
2840,394,9544410000000,459,25/06/2023 10:04,,,,,,,,,,,
2840,570,9544410000000,459,25/06/2023 10:04,,,,,,,,,,,
2840,935,9544410000000,459,25/06/2023 10:04,,,,,,,,,,,
2841,23,2062920000000,302,25/06/2023 12:45,,,,,,,,,,,
2841,1054,2062920000000,302,25/06/2023 12:45,,,,,,,,,,,
2841,163,2062920000000,302,25/06/2023 12:45,,,,,,,,,,,
2841,412,2062920000000,302,25/06/2023 12:45,,,,,,,,,,,
2841,911,2062920000000,302,25/06/2023 12:45,,,,,,,,,,,
2842,8,9699960000000,404,25/06/2023 9:30,,,,,,,,,,,
2842,1052,9699960000000,404,25/06/2023 9:30,,,,,,,,,,,
2842,155,9699960000000,404,25/06/2023 9:30,,,,,,,,,,,
2842,399,9699960000000,404,25/06/2023 9:30,,,,,,,,,,,
2842,713,9699960000000,404,25/06/2023 9:30,,,,,,,,,,,
2843,13,5386030000000,499,25/06/2023 8:25,,,,,,,,,,,
2843,1065,5386030000000,499,25/06/2023 8:25,,,,,,,,,,,
2843,217,5386030000000,499,25/06/2023 8:25,,,,,,,,,,,
2843,559,5386030000000,499,25/06/2023 8:25,,,,,,,,,,,
2843,866,5386030000000,499,25/06/2023 8:25,,,,,,,,,,,
2844,23,7632730000000,532,25/06/2023 11:43,,,,,,,,,,,
2844,1050,7632730000000,532,25/06/2023 11:43,,,,,,,,,,,
2844,291,7632730000000,532,25/06/2023 11:43,,,,,,,,,,,
2844,469,7632730000000,532,25/06/2023 11:43,,,,,,,,,,,
2844,831,7632730000000,532,25/06/2023 11:43,,,,,,,,,,,
2845,21,2698540000000,457,25/06/2023 7:34,,,,,,,,,,,
2845,1048,2698540000000,457,25/06/2023 7:34,,,,,,,,,,,
2845,386,2698540000000,457,25/06/2023 7:34,,,,,,,,,,,
2845,523,2698540000000,457,25/06/2023 7:34,,,,,,,,,,,
2845,1046,2698540000000,457,25/06/2023 7:34,,,,,,,,,,,
2846,8,4512440000000,587,25/06/2023 15:07,,,,,,,,,,,
2846,1049,4512440000000,587,25/06/2023 15:07,,,,,,,,,,,
2846,116,4512440000000,587,25/06/2023 15:07,,,,,,,,,,,
2846,618,4512440000000,587,25/06/2023 15:07,,,,,,,,,,,
2846,697,4512440000000,587,25/06/2023 15:07,,,,,,,,,,,
2847,13,8027390000000,530,25/06/2023 9:35,,,,,,,,,,,
2847,1064,8027390000000,530,25/06/2023 9:35,,,,,,,,,,,
2847,257,8027390000000,530,25/06/2023 9:35,,,,,,,,,,,
2847,557,8027390000000,530,25/06/2023 9:35,,,,,,,,,,,
2847,1043,8027390000000,530,25/06/2023 9:35,,,,,,,,,,,
2848,14,1826450000000,360,25/06/2023 17:31,,,,,,,,,,,
2848,1067,1826450000000,360,25/06/2023 17:31,,,,,,,,,,,
2848,303,1826450000000,360,25/06/2023 17:31,,,,,,,,,,,
2848,492,1826450000000,360,25/06/2023 17:31,,,,,,,,,,,
2848,1015,1826450000000,360,25/06/2023 17:31,,,,,,,,,,,
2849,11,1460190000000,387,25/06/2023 17:32,,,,,,,,,,,
2849,1057,1460190000000,387,25/06/2023 17:32,,,,,,,,,,,
2849,255,1460190000000,387,25/06/2023 17:32,,,,,,,,,,,
2849,463,1460190000000,387,25/06/2023 17:32,,,,,,,,,,,
2849,717,1460190000000,387,25/06/2023 17:32,,,,,,,,,,,
2850,10,4495910000000,589,25/06/2023 18:36,,,,,,,,,,,
2850,1068,4495910000000,589,25/06/2023 18:36,,,,,,,,,,,
2850,54,4495910000000,589,25/06/2023 18:36,,,,,,,,,,,
2850,625,4495910000000,589,25/06/2023 18:36,,,,,,,,,,,
2850,807,4495910000000,589,25/06/2023 18:36,,,,,,,,,,,
2851,2,5262790000000,447,25/06/2023 16:26,,,,,,,,,,,
2851,1069,5262790000000,447,25/06/2023 16:26,,,,,,,,,,,
2851,312,5262790000000,447,25/06/2023 16:26,,,,,,,,,,,
2851,534,5262790000000,447,25/06/2023 16:26,,,,,,,,,,,
2851,996,5262790000000,447,25/06/2023 16:26,,,,,,,,,,,
2852,15,4034650000000,593,25/06/2023 18:29,,,,,,,,,,,
2852,1060,4034650000000,593,25/06/2023 18:29,,,,,,,,,,,
2852,96,4034650000000,593,25/06/2023 18:29,,,,,,,,,,,
2852,608,4034650000000,593,25/06/2023 18:29,,,,,,,,,,,
2852,854,4034650000000,593,25/06/2023 18:29,,,,,,,,,,,
2853,12,7481420000000,385,25/06/2023 18:20,,,,,,,,,,,
2853,1062,7481420000000,385,25/06/2023 18:20,,,,,,,,,,,
2853,390,7481420000000,385,25/06/2023 18:20,,,,,,,,,,,
2853,644,7481420000000,385,25/06/2023 18:20,,,,,,,,,,,
2853,953,7481420000000,385,25/06/2023 18:20,,,,,,,,,,,
2854,2,2401150000000,578,25/06/2023 8:06,,,,,,,,,,,
2854,1067,2401150000000,578,25/06/2023 8:06,,,,,,,,,,,
2854,268,2401150000000,578,25/06/2023 8:06,,,,,,,,,,,
2854,639,2401150000000,578,25/06/2023 8:06,,,,,,,,,,,
2854,856,2401150000000,578,25/06/2023 8:06,,,,,,,,,,,
2855,18,5260990000000,556,25/06/2023 18:26,,,,,,,,,,,
2855,1059,5260990000000,556,25/06/2023 18:26,,,,,,,,,,,
2855,293,5260990000000,556,25/06/2023 18:26,,,,,,,,,,,
2855,522,5260990000000,556,25/06/2023 18:26,,,,,,,,,,,
2855,959,5260990000000,556,25/06/2023 18:26,,,,,,,,,,,
2856,4,1394680000000,453,25/06/2023 15:29,,,,,,,,,,,
2856,1064,1394680000000,453,25/06/2023 15:29,,,,,,,,,,,
2856,346,1394680000000,453,25/06/2023 15:29,,,,,,,,,,,
2856,624,1394680000000,453,25/06/2023 15:29,,,,,,,,,,,
2856,780,1394680000000,453,25/06/2023 15:29,,,,,,,,,,,
2857,12,6129410000000,511,25/06/2023 8:06,,,,,,,,,,,
2857,1050,6129410000000,511,25/06/2023 8:06,,,,,,,,,,,
2857,50,6129410000000,511,25/06/2023 8:06,,,,,,,,,,,
2857,636,6129410000000,511,25/06/2023 8:06,,,,,,,,,,,
2857,811,6129410000000,511,25/06/2023 8:06,,,,,,,,,,,
2858,19,4923520000000,420,25/06/2023 15:27,,,,,,,,,,,
2858,1047,4923520000000,420,25/06/2023 15:27,,,,,,,,,,,
2858,335,4923520000000,420,25/06/2023 15:27,,,,,,,,,,,
2858,644,4923520000000,420,25/06/2023 15:27,,,,,,,,,,,
2858,733,4923520000000,420,25/06/2023 15:27,,,,,,,,,,,
2859,6,5166950000000,572,25/06/2023 7:15,,,,,,,,,,,
2859,1059,5166950000000,572,25/06/2023 7:15,,,,,,,,,,,
2859,128,5166950000000,572,25/06/2023 7:15,,,,,,,,,,,
2859,578,5166950000000,572,25/06/2023 7:15,,,,,,,,,,,
2859,827,5166950000000,572,25/06/2023 7:15,,,,,,,,,,,
2860,16,8082640000000,350,25/06/2023 16:10,,,,,,,,,,,
2860,1051,8082640000000,350,25/06/2023 16:10,,,,,,,,,,,
2860,367,8082640000000,350,25/06/2023 16:10,,,,,,,,,,,
2860,593,8082640000000,350,25/06/2023 16:10,,,,,,,,,,,
2860,808,8082640000000,350,25/06/2023 16:10,,,,,,,,,,,
2861,17,3553760000000,415,25/06/2023 11:13,,,,,,,,,,,
2861,1056,3553760000000,415,25/06/2023 11:13,,,,,,,,,,,
2861,208,3553760000000,415,25/06/2023 11:13,,,,,,,,,,,
2861,629,3553760000000,415,25/06/2023 11:13,,,,,,,,,,,
2861,993,3553760000000,415,25/06/2023 11:13,,,,,,,,,,,
2862,20,2615910000000,376,25/06/2023 5:18,,,,,,,,,,,
2862,1050,2615910000000,376,25/06/2023 5:18,,,,,,,,,,,
2862,198,2615910000000,376,25/06/2023 5:18,,,,,,,,,,,
2862,518,2615910000000,376,25/06/2023 5:18,,,,,,,,,,,
2862,779,2615910000000,376,25/06/2023 5:18,,,,,,,,,,,
2863,6,7931490000000,379,25/06/2023 16:46,,,,,,,,,,,
2863,1047,7931490000000,379,25/06/2023 16:46,,,,,,,,,,,
2863,88,7931490000000,379,25/06/2023 16:46,,,,,,,,,,,
2863,678,7931490000000,379,25/06/2023 16:46,,,,,,,,,,,
2863,769,7931490000000,379,25/06/2023 16:46,,,,,,,,,,,
2864,7,7130260000000,418,25/06/2023 19:59,,,,,,,,,,,
2864,1064,7130260000000,418,25/06/2023 19:59,,,,,,,,,,,
2864,286,7130260000000,418,25/06/2023 19:59,,,,,,,,,,,
2864,681,7130260000000,418,25/06/2023 19:59,,,,,,,,,,,
2864,820,7130260000000,418,25/06/2023 19:59,,,,,,,,,,,
2865,21,6904370000000,414,25/06/2023 12:34,,,,,,,,,,,
2865,1061,6904370000000,414,25/06/2023 12:34,,,,,,,,,,,
2865,362,6904370000000,414,25/06/2023 12:34,,,,,,,,,,,
2865,395,6904370000000,414,25/06/2023 12:34,,,,,,,,,,,
2865,761,6904370000000,414,25/06/2023 12:34,,,,,,,,,,,
2866,14,6260470000000,467,25/06/2023 10:46,,,,,,,,,,,
2866,1051,6260470000000,467,25/06/2023 10:46,,,,,,,,,,,
2866,59,6260470000000,467,25/06/2023 10:46,,,,,,,,,,,
2866,435,6260470000000,467,25/06/2023 10:46,,,,,,,,,,,
2866,737,6260470000000,467,25/06/2023 10:46,,,,,,,,,,,
2867,2,5241850000000,441,25/06/2023 17:19,,,,,,,,,,,
2867,1047,5241850000000,441,25/06/2023 17:19,,,,,,,,,,,
2867,114,5241850000000,441,25/06/2023 17:19,,,,,,,,,,,
2867,558,5241850000000,441,25/06/2023 17:19,,,,,,,,,,,
2867,834,5241850000000,441,25/06/2023 17:19,,,,,,,,,,,
2868,21,8718790000000,316,25/06/2023 16:50,,,,,,,,,,,
2868,1060,8718790000000,316,25/06/2023 16:50,,,,,,,,,,,
2868,255,8718790000000,316,25/06/2023 16:50,,,,,,,,,,,
2868,437,8718790000000,316,25/06/2023 16:50,,,,,,,,,,,
2868,933,8718790000000,316,25/06/2023 16:50,,,,,,,,,,,
2869,5,8545230000000,376,25/06/2023 14:40,,,,,,,,,,,
2869,1049,8545230000000,376,25/06/2023 14:40,,,,,,,,,,,
2869,313,8545230000000,376,25/06/2023 14:40,,,,,,,,,,,
2869,573,8545230000000,376,25/06/2023 14:40,,,,,,,,,,,
2869,920,8545230000000,376,25/06/2023 14:40,,,,,,,,,,,
2870,18,9751250000000,420,25/06/2023 7:57,,,,,,,,,,,
2870,1057,9751250000000,420,25/06/2023 7:57,,,,,,,,,,,
2870,362,9751250000000,420,25/06/2023 7:57,,,,,,,,,,,
2870,611,9751250000000,420,25/06/2023 7:57,,,,,,,,,,,
2870,870,9751250000000,420,25/06/2023 7:57,,,,,,,,,,,
2871,7,7212340000000,490,25/06/2023 11:47,,,,,,,,,,,
2871,1068,7212340000000,490,25/06/2023 11:47,,,,,,,,,,,
2871,327,7212340000000,490,25/06/2023 11:47,,,,,,,,,,,
2871,667,7212340000000,490,25/06/2023 11:47,,,,,,,,,,,
2871,805,7212340000000,490,25/06/2023 11:47,,,,,,,,,,,
2872,2,6169780000000,543,25/06/2023 16:43,,,,,,,,,,,
2872,1050,6169780000000,543,25/06/2023 16:43,,,,,,,,,,,
2872,246,6169780000000,543,25/06/2023 16:43,,,,,,,,,,,
2872,595,6169780000000,543,25/06/2023 16:43,,,,,,,,,,,
2872,1038,6169780000000,543,25/06/2023 16:43,,,,,,,,,,,
2873,19,9859290000000,464,25/06/2023 6:03,,,,,,,,,,,
2873,1054,9859290000000,464,25/06/2023 6:03,,,,,,,,,,,
2873,136,9859290000000,464,25/06/2023 6:03,,,,,,,,,,,
2873,619,9859290000000,464,25/06/2023 6:03,,,,,,,,,,,
2873,913,9859290000000,464,25/06/2023 6:03,,,,,,,,,,,
2874,23,1732750000000,331,25/06/2023 12:38,,,,,,,,,,,
2874,1060,1732750000000,331,25/06/2023 12:38,,,,,,,,,,,
2874,94,1732750000000,331,25/06/2023 12:38,,,,,,,,,,,
2874,400,1732750000000,331,25/06/2023 12:38,,,,,,,,,,,
2874,873,1732750000000,331,25/06/2023 12:38,,,,,,,,,,,
2875,19,9812720000000,475,25/06/2023 9:32,,,,,,,,,,,
2875,1065,9812720000000,475,25/06/2023 9:32,,,,,,,,,,,
2875,152,9812720000000,475,25/06/2023 9:32,,,,,,,,,,,
2875,424,9812720000000,475,25/06/2023 9:32,,,,,,,,,,,
2875,707,9812720000000,475,25/06/2023 9:32,,,,,,,,,,,
2876,15,5704080000000,724,25/06/2023 13:35,,,,,,,,,,,
2876,1069,5704080000000,724,25/06/2023 13:35,,,,,,,,,,,
2876,173,5704080000000,724,25/06/2023 13:35,,,,,,,,,,,
2876,484,5704080000000,724,25/06/2023 13:35,,,,,,,,,,,
2876,857,5704080000000,724,25/06/2023 13:35,,,,,,,,,,,
2877,20,9887580000000,1000,25/06/2023 8:45,,,,,,,,,,,
2877,1060,9887580000000,1000,25/06/2023 8:45,,,,,,,,,,,
2877,48,9887580000000,1000,25/06/2023 8:45,,,,,,,,,,,
2877,472,9887580000000,1000,25/06/2023 8:45,,,,,,,,,,,
2877,786,9887580000000,1000,25/06/2023 8:45,,,,,,,,,,,
2878,5,7809690000000,928,25/06/2023 14:20,,,,,,,,,,,
2878,1057,7809690000000,928,25/06/2023 14:20,,,,,,,,,,,
2878,393,7809690000000,928,25/06/2023 14:20,,,,,,,,,,,
2878,435,7809690000000,928,25/06/2023 14:20,,,,,,,,,,,
2878,894,7809690000000,928,25/06/2023 14:20,,,,,,,,,,,
2879,14,9159760000000,847,25/06/2023 11:59,,,,,,,,,,,
2879,1050,9159760000000,847,25/06/2023 11:59,,,,,,,,,,,
2879,50,9159760000000,847,25/06/2023 11:59,,,,,,,,,,,
2879,521,9159760000000,847,25/06/2023 11:59,,,,,,,,,,,
2879,1043,9159760000000,847,25/06/2023 11:59,,,,,,,,,,,
2880,7,5933580000000,713,25/06/2023 8:02,,,,,,,,,,,
2880,1068,5933580000000,713,25/06/2023 8:02,,,,,,,,,,,
2880,103,5933580000000,713,25/06/2023 8:02,,,,,,,,,,,
2880,584,5933580000000,713,25/06/2023 8:02,,,,,,,,,,,
2880,718,5933580000000,713,25/06/2023 8:02,,,,,,,,,,,
2881,4,1823290000000,986,25/06/2023 16:34,,,,,,,,,,,
2881,1057,1823290000000,986,25/06/2023 16:34,,,,,,,,,,,
2881,367,1823290000000,986,25/06/2023 16:34,,,,,,,,,,,
